chr,start,end,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10
chr14,27804869,30302483,0.052477398,-0.004731069,-0.022344003,-0.284594121,0.396404065,-0.11128997,-0.244499278,0.093312432,-0.177736726,0.666611877
chr14,30881445,30965408,0.211129583,-0.022191816,0.393975126,0.248023315,-0.502279542,-0.089335898,0.174757946,0.088388371,-0.354961452,-0.137797334
chr14,31668952,34660139,0.099203813,-0.205750877,-0.207830794,-0.042938632,-0.068050922,0.512935215,-0.018543879,-0.353631231,-0.744434971,-0.591133486
chr14,35175311,35820039,-1.655971894,-0.57903057,0.658560731,0.147314998,0.340551152,0.000582192,-1.187526668,-0.395732098,-0.480180978,-0.00373611
chr14,35909744,39412369,-0.107823027,-0.486504109,-0.300516928,-0.080631906,-0.69822703,0.296351664,-0.65250279,0.208511255,-0.995236195,-0.086076167
chr14,39563363,40718577,0.912162391,-0.269498233,-0.02254982,0.187557263,-0.899551232,-0.215961696,-0.188676173,-0.132288075,-0.465658723,-0.030809704
chr14,40757690,41430122,-0.197361715,0.647605806,0.576503994,-0.149257363,-0.061649304,0.073183076,0.126170698,-0.156740947,-0.205161127,0.224557205
chr14,41878968,44084597,-0.207108018,0.342583087,-0.122079244,-0.230724184,-0.332397052,0.254930366,0.098074251,-0.201410852,-0.311715829,-0.193882297
chr14,44640026,48840801,-0.310854219,0.074025812,-0.340052644,0.028180611,-0.170681103,0.001422052,-0.296907496,0.078574544,0.191021197,0.4971892
chr14,49840518,53458378,-0.393264382,-0.066183206,-0.603654651,0.727755146,-0.127614061,0.729337657,0.352293592,-0.327712234,-0.302219283,-0.234647939
chr14,53569878,53756018,0.752357645,-0.229844049,-0.35271311,0.205063227,-0.547770028,0.548058835,-0.317564621,-0.34030871,0.675013389,-0.184837973
chr14,53909431,54789683,0.302933899,-0.382424514,0.473488432,0.301822576,0.060753533,1.144369266,0.923641617,-0.530833812,0.181841748,-0.161349711
chr14,55551409,56548597,-0.36146042,0.292931994,0.007622,0.243117383,0.286006186,-0.302729978,-0.405159874,0.496771782,0.303476724,-0.51095273
chr14,58325763,60038371,0.61676439,-0.352658765,0.367467898,0.050692884,-0.084667303,-0.281951143,-0.354844604,0.427294748,0.071937996,0.350931588
chr14,61950880,62106326,-0.503345121,0.275426665,0.020877855,0.243388326,0.242000761,0.440175122,-0.063076915,-1.374530126,-0.223937578,-0.233261139
chr14,62941381,63284487,-0.951607314,-0.294320043,0.580056665,0.603531544,0.556823524,-0.373776627,-0.919001011,0.291950584,-0.514000613,0.757210426
chr14,64578213,65272054,0.237086565,-0.460920622,-0.36171793,0.572755458,-0.121451993,0.923218566,-0.294794516,0.144224621,-0.495503543,0.668323938
chr14,67286974,68250069,-0.011262989,1.153071033,0.848332717,-0.237662182,0.226973576,-0.098088152,-0.83344828,0.191453387,0.502630113,-0.029452594
chr14,69611227,69794150,-0.290224211,-0.924763928,-0.035127295,-0.590110046,-1.044067459,0.068507111,0.587899807,0.302649796,0.270169143,-0.067219979
chr14,69960284,73574882,0.75322502,-0.554943719,0.814012956,0.379952237,0.355306377,0.41323884,-0.5857808,-0.881935999,0.645181751,-0.300818233
chr14,74760659,76865828,0.599612466,0.537206067,-0.100950424,0.030768089,-0.516178069,0.013964042,0.182449635,-0.095903206,0.379267714,-0.378406944
chr14,77590799,78030892,0.218450603,-0.300030913,-0.275157389,-0.083503538,-0.334834819,0.527339279,-0.338006871,0.216224155,-0.704429907,0.290337597
chr14,78705684,82005687,0.228946769,-0.523138059,-0.155427766,-0.004086261,0.046124632,0.141531276,-0.585526862,-1.115945286,0.285043289,-0.293002905
chr14,84972561,85472307,-0.349722242,-0.173333917,-0.007067196,-0.207621536,-0.279267714,0.412668103,-0.672320209,-0.190228632,-0.562327697,-0.052606757
chr14,86323667,90300142,0.442565521,0.031560213,-0.211679408,-0.391623837,0.803853126,-0.806850052,-0.017759696,0.903161051,0.40205997,-0.366720172
chr14,93786458,96468556,-0.285174294,-0.725418093,0.935903901,0.008466734,-0.76568465,-0.327255189,-0.638633303,0.259052165,-0.563271529,-0.71969488
chr14,104490955,106539440,0.302873656,0.537409395,0.981029629,0.162169307,0.712998187,-0.78544699,0.251283738,0.061041396,0.111407519,-0.135473626
chr15,686019,976022,0.486275644,-1.163485499,0.344664148,-0.290192419,-0.154182842,-0.115819515,-0.020307693,0.477536995,-0.043579975,-0.407014899
chr15,5002247,5688681,0.602471461,0.790188916,0.095225448,-0.753201299,-0.214884518,-0.361196286,-0.52716036,-0.519868018,0.33252558,0.215451481
chr15,9650153,11090236,0.098596424,0.260877439,0.028996519,-0.347655645,-0.818417423,-0.670907109,0.379392192,0.468430826,-0.58011046,-0.179739612
chr15,12123997,12329084,-0.485637424,-0.302828531,-0.348009901,0.272563873,-1.14364652,0.506856064,0.285010632,0.075802793,-0.38635382,0.676554995
chr15,12329128,14274204,-0.590001293,0.136003274,0.162088485,-0.00209485,1.037100093,-0.234009533,-0.556030788,-0.361698963,0.346608018,0.457086201
chr15,15717403,16466119,0.426469272,0.169700792,-0.299634149,0.292005127,-0.190409301,0.050819576,0.293625848,0.105058908,-0.116883569,0.234888885
chr15,18562400,19742840,-0.15052956,0.52518412,0.218811864,-0.14182612,-0.257337825,-0.318635859,0.789324479,1.47117392,-0.007946331,0.164941201
chr15,21252649,24620265,0.319784109,0.423067126,0.366130503,-0.133811841,0.128085774,0.324934501,-0.065302126,-0.065822139,0.560461434,0.222149773
chr15,25032686,26990059,-0.227984592,0.385344406,0.63503811,-0.035818044,0.106663283,0.41513771,0.106183149,-1.16422295,-0.778289406,0.52971839
chr15,28328542,28836931,-0.134098487,-0.763635033,-0.982991963,0.822898935,-0.012425702,0.412061998,-0.283153424,-0.481215432,0.387170163,1.350877084
chr15,29068000,31501108,0.509543354,-0.557917532,0.330414597,-0.11506888,0.442588245,0.153585869,0.844428211,0.029862196,0.858650735,-0.836035295
chr15,32923272,33072415,0.027122537,-0.800799784,-0.268685199,0.159693794,0.517100278,1.55516999,1.021779675,0.30453783,-0.183489483,-0.268715775
chr15,34245399,39049078,-0.837813166,-0.270194807,-0.309466512,0.389247455,0.019421865,0.200849944,0.115403518,0.581088667,-0.397808276,-0.432275745
chr15,39427416,40944423,0.763856063,-0.314825615,-0.197575859,0.345392449,0.217823432,0.01941269,-0.187813493,-0.506932847,0.565758225,0.399915945
chr15,41872740,42384921,0.807022077,0.234058093,-0.264273292,0.130397876,-0.072645779,0.736669458,0.239616401,-0.914302143,0.245684676,-0.225995391
chr15,42572640,46691559,0.182545146,-0.158018535,0.217736379,-0.089303464,-0.143277527,0.370107857,-0.074836481,0.970430464,-0.910966417,0.056937523
chr15,51650841,52167954,-0.413208437,-0.478136771,0.474280519,-0.625613174,-0.935932458,0.936963914,-0.278085461,-0.853435425,0.319464209,-0.470061986
chr15,53248003,54498734,0.281765694,-0.502486455,0.012357083,0.015707164,0.59111354,-0.739215322,1.000638945,-0.100278979,-0.725487668,-0.046211755
chr15,54884046,57107933,-0.090761435,-0.040412808,-0.039744859,0.116031494,-0.263147859,0.062784673,-0.061838015,-0.463378465,0.316746762,-0.914718873
chr15,60419245,61277511,0.164437681,0.455539215,-0.209603864,-0.59001133,0.74663875,-0.423550303,0.740004381,0.845228484,-0.505747845,0.000679343
chr15,61807972,67483666,-0.004570519,0.245577396,0.193113825,0.081051037,0.390170057,0.736104729,-1.365786267,0.08086193,-0.232042129,0.742255841
chr15,68167347,68858855,0.038640965,-0.621055759,-0.278571261,-0.295674982,-0.459600991,-0.831718557,0.074442499,-0.528948907,0.422036864,-0.552928111
chr15,69296367,70018643,-0.263958884,-0.054556611,-0.692335952,-0.065201221,0.0440572,-0.628353533,-0.673827027,0.439055521,0.211699478,-0.235384449
chr15,73629207,74707175,-1.027740606,0.265965185,-0.468991867,-0.363638881,0.141108309,0.644657809,0.843146894,0.066937532,0.401928914,-0.351706432
chr15,76306540,76412300,0.483851939,0.378830038,-0.254869371,0.265019387,-0.256657342,-0.538880803,-1.026263712,-0.2954503,-0.583608167,-0.757096762
chr15,82128475,82298733,-0.372766106,0.23734098,-0.709161431,0.121930467,-0.370626713,0.510869799,0.710882286,0.609222616,-0.36716571,0.071123343
chr15,82475408,82713482,-0.35816485,0.069591176,0.468757217,-0.487704283,0.855618435,-0.428854717,0.397798786,0.445810395,-0.104561399,-0.643544803
chr15,84142818,84579182,1.150435347,-0.223705541,-0.160073774,0.429274313,0.509576844,-0.203140459,0.230006191,-0.226467409,-0.011846867,-0.056680494
chr15,86266748,86930529,0.514522179,0.222168858,-0.333385693,0.261982145,0.415881487,-0.268735658,-0.415119894,-0.431409441,-0.761724025,-0.846248538
chr15,89036516,90010305,0.408432993,0.071862539,0.877556296,0.232815836,-0.152588627,-0.219182051,-0.304510088,0.658329724,-0.040595684,0.592490399
chr15,92972495,95753636,1.758099911,0.387704267,0.125975272,0.031756465,-0.153218553,-0.5346987,0.200551925,0.209172033,0.036120029,0.074272
chr15,95836553,95870023,0.484651921,-0.275101648,-0.190847998,0.070280065,0.072083016,0.25908372,-0.029403504,0.844362121,1.100562863,0.164277158
chr15,102116003,102398777,0.291148432,0.389040539,-0.006157895,0.021498522,0.573765669,1.087573579,-0.350546586,-0.308692466,0.448114496,-0.237901264
chr16,2138648,3438800,0.423872967,-0.377404744,0.483213798,-1.406460236,0.957954427,-0.078844197,0.092664114,0.901627487,-0.234019,-0.19105155
chr16,5107299,5612971,-0.346304584,-0.915020905,-0.426440386,0.919833775,-0.67404587,-0.022325206,0.286494236,-0.383491531,0.016738662,0.145602922
chr16,7663260,7719934,0.554813907,-0.198419721,0.587774297,1.088014457,0.449964427,0.104786544,-0.745496485,-0.035029184,0.105615631,0.165529853
chr16,8473532,8535182,0.279718061,-0.584497065,-0.282827729,-0.392633262,-0.886424088,0.723867625,0.197561599,0.268263045,0.018791318,-0.352475497
chr16,8695408,9010926,0.465683254,-0.352401984,-0.355169222,-0.055727474,0.864153905,0.485006044,-0.48838697,0.479195464,0.080663314,0.343872982
chr16,12008697,14857767,0.670537154,0.136534752,-0.366131672,0.036812412,-0.347613811,0.278811295,0.244383185,0.77763314,0.293068833,0.476235175
chr16,16223196,16446731,-0.010199817,0.532138979,0.335791753,0.742518565,0.325078978,-0.52821358,0.02139915,-0.85910621,0.372242305,0.561214368
chr16,18029621,20864900,0.379892149,0.028944665,0.444189434,-0.120688855,-0.083292648,0.132709976,-0.055409852,0.189971448,-0.087288055,0.294804774
chr16,24008478,26459968,-0.411704789,0.721460157,0.14366035,0.035480011,0.670091257,0.125285068,0.286604136,-0.103758024,0.033236329,0.168066631
chr16,31183193,32331254,-0.390913182,-0.300005789,-0.116739959,-0.16111706,-0.250362042,-0.029607987,-0.502738368,-0.355303791,-0.231203467,1.69638954
chr16,33167775,33579248,0.285639032,-0.453245596,-0.418625462,0.706847371,0.43718139,0.636567444,-0.446168366,-0.639963147,0.477675129,-0.775618343
chr16,37655656,37875052,-0.806548825,0.353562561,0.591007128,-0.092498585,0.30254405,0.841075566,-0.113249668,0.022269504,-0.037480932,0.129955021
chr16,39250006,39917008,-0.167344235,-0.541853756,0.142854092,-0.173907813,-0.068358691,0.524984986,-0.107070142,-0.18507785,-0.308598881,-0.37571473
chr16,39990799,40846218,-0.785416317,0.516274361,1.072242534,-0.057789419,-0.114189853,0.25061555,0.285097402,1.075312351,-0.727962558,0.307394921
chr16,41640134,41749195,-0.123414771,-0.775569899,-0.538768804,0.558338289,-0.551751594,-0.669300148,-0.225244123,0.462267591,-0.25319066,0.41141024
chr16,44117225,45059518,-0.501272485,0.317662952,-0.230940409,0.24770944,0.347745007,0.463416017,0.016565406,-0.496382111,0.406691792,-0.120875266
chr16,45092666,51625863,-0.226473495,0.382447856,0.396573622,0.190647723,-0.783410968,0.15670914,-0.190635403,0.584779228,0.141910971,-0.135708287
chr16,54180050,54696604,0.060892999,0.817361202,-0.482760287,-0.05277852,0.184923719,-1.04209071,0.254241381,0.885408981,0.176026566,-0.504749972
chr16,57697309,58570029,-0.252734407,-0.17473849,-0.246191053,-0.108569363,-0.089543308,-0.752095594,-0.75514388,-0.232760726,0.508929905,-0.232653714
chr16,59707721,64529995,-0.536191325,-0.080476703,0.828562409,-0.408760424,0.264859488,0.355018987,-0.177803687,0.113086271,0.021209806,-0.407636092
chr16,65092698,65953647,-0.07953082,0.198448008,-0.825803772,-0.874590116,-0.136802274,-0.706729573,-0.042734522,-0.67419311,0.317960289,-0.275454639
chr16,70894078,71082379,0.017382798,0.211846699,-0.136254156,0.135975759,-0.485979823,-0.546785197,-0.132102719,0.645502974,-0.315424811,-0.623311774
chr16,71673054,71739562,-0.04230784,-0.232535926,0.342199492,1.084253783,0.085145829,0.150798119,0.623957877,-0.189891149,0.245896883,0.961746297
chr16,71835439,72974391,0.04193373,-0.826465125,0.104839049,-0.218302306,0.005211281,0.306538868,0.326132577,-0.717564756,0.752460436,-0.092352064
chr16,76894957,77006760,0.457834403,-0.38398032,-0.762549242,1.238814705,-1.04853501,-0.413790552,0.531299171,-0.107210931,-0.153745876,-0.276075423
chr16,77300697,78443837,-0.533721219,0.021404157,-0.120900385,-1.230823413,0.207553672,-0.947384006,0.072902891,0.427616795,0.063012333,0.732675437
chr16,78863180,78997580,0.977004033,0.113626374,0.803053171,0.595154619,0.272147539,-0.671614651,0.154280708,0.771478261,-0.861648532,0.299755236
chr16,81778525,82934361,0.286670897,0.143579359,-0.108297814,-0.017534822,-0.114865683,0.398233797,0.187936246,-0.311389477,0.617151987,-1.252784178
chr16,85728145,87081669,-0.317451091,0.036405968,-0.490224155,0.020548409,-0.481692475,-0.463624209,0.219256079,0.63315452,-0.14713524,0.002419855
chr17,909838,3866264,0.733182523,-0.280452159,0.395692303,-0.567101563,-0.108981793,-0.389533918,-0.140363446,-0.068156553,0.278109241,0.595368222
chr17,4796923,8025416,-0.487416084,1.006952243,0.221314139,-0.189358344,0.956456994,-0.521764297,-0.043518616,1.168201589,-0.288770092,-0.177016533
chr17,10101564,12603255,0.516355512,-0.292520868,-0.034728579,0.403948268,-0.055390886,-0.122733034,-0.871106692,0.116042528,-0.090460041,0.974053738
chr17,17000982,17953836,-0.575934971,0.489283225,0.136514653,-0.137254298,-0.719911557,0.340468425,0.516935086,-0.144220978,0.046439677,-0.107157783
chr17,19129379,20928759,0.341662124,-0.523642196,0.184146196,0.962290604,0.223623196,-0.008419175,0.004330491,-0.25835316,0.508039424,-0.434433799
chr17,21615140,22150240,1.131687381,-0.830172448,-0.485281625,-0.063691857,0.421607437,0.677020917,-0.057509489,-0.07553614,-0.266301782,0.347784706
chr17,25039671,25047898,-0.019127928,-0.253961159,0.650250362,-0.292146904,-0.108995585,-0.04835462,-0.352871042,-0.307683114,-0.009954383,0.736195596
chr17,26349243,29725964,-0.876194816,-0.194916327,-0.462756069,-0.304700611,0.087283811,-0.283188867,-0.172712546,0.161659981,0.122233561,0.845794352
chr17,29902004,33677848,0.145312526,0.60281231,0.990976828,0.249119066,-0.463370348,0.774447378,0.740996936,0.436674509,-0.849089387,0.085437633
chr17,38052930,40822374,0.11935602,-0.156120769,0.365388852,-0.089540136,-0.069659089,-0.548886307,-0.359721506,0.24591785,-1.235940385,0.587366994
chr17,45005920,45170035,-0.071327006,-0.383972061,0.399525921,0.761463869,0.46688687,0.191853793,-0.378780278,-0.556633852,-0.723959825,0.612159524
chr17,46613137,48781738,0.484798825,-0.216000258,0.327646576,0.417136557,-0.228296447,0.169069976,-0.49906337,-0.724816962,-0.038262324,0.289545866
chr17,49846805,50127066,-0.520201189,-0.215847624,-0.228828352,0.751528393,-0.452507982,-0.100050049,-0.116665586,-0.322544721,-0.20509846,0.635889548
chr17,50601468,53290560,0.591913675,-0.098505022,-0.108271365,-0.677278096,-0.197422392,0.671065681,-0.309869361,-0.122610717,-0.433115747,-0.529797091
chr17,56738584,59362727,-0.152239637,-0.38695976,-0.110711563,-0.110867729,-1.131629311,0.672164334,-0.368035032,1.003238834,1.116144384,-0.695634716
chr17,60306733,62286941,-0.823752269,-0.358664407,0.017642303,0.253017006,-0.169608453,0.261538268,0.045073509,0.347738062,0.757880068,0.318563986
chr17,62433051,62575015,-0.216927326,0.321934994,1.374125493,0.581237052,0.192365198,0.403004448,-0.570193338,0.202002357,-0.616208184,-0.936688448
chr17,64493591,64529343,0.313656414,0.515851397,1.022622612,0.082057794,-0.417345074,-0.13550244,1.142512012,-0.152307689,-0.160901538,0.046826417
chr17,64571285,66026547,-0.185112847,-0.101857783,-0.290688753,0.618408688,0.230761479,0.701039502,-0.62048419,0.460289659,-0.249226635,-0.112721318
chr17,66426504,67358359,0.527724972,-0.889247323,0.052182882,-0.210648564,-1.337907049,-0.508191872,0.036421803,-1.022700633,-0.049078128,-0.643396366
chr17,69877437,70068503,-0.623655249,0.226130902,-0.247012236,-0.160869652,-0.224757534,-0.233834966,0.439721488,-0.886922285,-0.0176948,-0.475468432
chr17,71119166,71563036,-0.197953075,0.580000372,0.211016527,-0.065114779,0.77683314,-0.962737785,-0.329541663,0.601723775,0.610775508,0.49818858
chr17,72628253,72956461,-0.24604558,-0.470171065,-0.422015437,-0.159033776,0.303240333,0.334996327,0.260748433,-0.154928567,0.3628072,0.146112115
chr17,73705412,75057799,-0.731557437,-1.087760559,-0.347097011,-1.003675216,-0.076182639,-0.130946357,-0.543706727,-0.438076814,0.348415688,0.323327086
chr17,76072164,78468892,-0.406644621,-0.467418744,0.691813424,-0.459061351,-0.12225905,-0.542526858,0.013798078,1.33047338,0.117397277,-0.26494356
chr17,78665216,79645027,0.49869716,-0.9108391,-0.540875101,0.189619343,0.075808177,-0.372319435,-0.29546963,-0.387892755,-0.351968485,0.322169876
chr18,670172,2231667,0.168318696,0.209990694,-0.158159771,0.491366271,-0.27426459,-0.066100019,0.037697734,-0.822375568,-0.432274391,0.791330893
chr18,3268532,5269162,-0.212231994,-0.157782503,0.006577655,-0.223031573,-0.870917179,-0.088121316,0.669096111,0.251390722,-0.869091841,-0.109601494
chr18,6554863,6684710,0.055243076,0.463044739,-0.678275046,-0.225714714,-0.480147497,-0.319782285,0.830736876,-0.683795572,0.906766784,0.514075955
chr18,10147523,12051075,0.062459362,0.299048733,0.362408418,-0.982500308,0.67719392,-0.132479563,-0.336784125,0.262744635,0.14157534,-0.839910407
chr18,12109893,12485422,-0.709830692,0.333719078,-0.557689153,-0.515990693,0.557512857,-0.069699375,0.379186596,0.093033211,-0.414857483,-0.3083567
chr18,13699513,14781040,-0.093228991,0.806722804,-0.849250288,0.082673212,0.16114461,0.175198345,0.488335313,0.089725562,0.579018216,0.476464505
chr18,15250062,16724107,-0.180561947,-0.009991164,-0.190987333,0.083578514,-0.228133614,-1.027045413,0.153171774,0.699392931,0.100829611,1.049087915
chr18,20374311,21617992,-0.096015901,-0.128934871,-1.216618293,0.757695095,0.254584181,0.762605906,-0.309046671,-0.000889282,1.137741844,-0.58429065
chr18,22308989,22401438,0.51849686,-0.367370594,0.519284198,-1.023393095,-0.307593143,0.478661981,-0.212154607,0.462353403,-0.441661345,-0.523932144
chr18,23069746,23579160,0.704003924,0.038703912,-0.621229184,0.096592607,0.906026563,0.115169408,0.406111741,-0.07611985,0.638544162,0.302823682
chr18,24370633,24825736,-0.718719001,-0.531892836,0.205521908,-0.657155581,0.270198282,0.205300177,-0.148615956,-0.064314358,0.080432779,-0.514780491
chr18,25237337,26973209,0.283824844,-0.325581589,-0.178218466,0.405042459,-0.361530391,-0.622378992,0.194178954,-0.071263117,0.798030424,-0.682861902
chr18,28927390,29232013,0.018365419,0.688313452,0.854890597,0.253011217,-0.007376046,-0.655895336,0.712746776,-0.014043986,0.005294727,0.018183042
chr18,29920688,30133578,-0.181389889,0.212474583,0.736972268,0.383156335,0.377755483,0.435379523,1.081878828,0.781505719,-0.15100219,0.127557246
chr18,32865243,33361591,0.514425327,-0.045273318,0.971715902,0.609663221,0.780663528,0.192764947,0.018794397,-0.482381924,-0.919318009,0.299087413
chr18,34098481,35830365,-0.277159468,0.57715906,-0.669873753,0.841396731,0.489826991,0.630597016,-0.561519952,-0.426089855,0.209988812,-0.172346294
chr18,37532803,42321588,-0.128614876,-0.707712523,1.020899991,1.486765484,0.364265755,1.007386484,0.976379634,-0.493281542,0.759807512,-0.621036856
chr18,45212499,48827256,0.728428834,-0.695237593,-0.220515077,-0.615284751,-0.012643498,-0.322986956,-0.48760753,-0.016401985,0.127656242,0.684195621
chr18,49409463,49707747,0.59903382,1.057046475,0.503545243,-0.028729436,-1.100396286,-0.795751592,0.100223957,-0.009795192,-0.066233207,0.786018768
chr18,50126627,50491141,-0.183089189,-0.737608656,-0.438173563,-0.227409735,0.590464234,0.015783639,0.593055441,0.333000314,0.314302717,0.582648637
chr18,51382430,52517954,0.415255505,-0.126592366,0.502004863,0.167750207,-0.351884092,-0.537006653,0.353798667,0.136364431,0.01715093,0.861273389
chr18,58078542,60399741,-0.506723062,0.444770071,0.236683627,-0.92374944,-0.335816403,-0.838155101,-0.646458303,0.01273145,-0.236866932,-0.569324775
chr18,61647871,65149866,0.225275319,-0.089139935,-0.753006741,-1.06105331,0.153115329,-0.124451836,0.072155924,0.535471178,-0.307070364,0.088754034
chr18,71295796,71906003,0.265687317,1.091767653,0.436232749,0.935038219,-0.196055614,-0.268247422,-1.035792698,-0.046795755,1.087239681,0.633802746
chr18,72802120,77201018,-0.138755949,0.408824619,-0.14826476,0.282023813,-0.323899455,0.48844985,0.06148908,0.827499193,-0.811466452,-0.188557955
chr19,572332,3898690,0.086581437,0.120959956,0.084337743,-0.010503045,-0.192331008,-0.059716497,0.316965899,0.514234994,-0.242413375,-0.940906365
chr19,4772342,7754143,0.064971955,-0.637783885,-0.805402651,-0.235507768,0.408665067,-0.737140666,-0.048376627,0.389826903,0.177509469,0.319057539
chr19,8500797,9296810,0.446122206,0.324837429,0.357660456,-0.198420292,0.150846784,0.093015091,-0.214635401,-0.400974769,0.246542954,0.16050131
chr19,9968839,13499122,-0.143859062,0.490651451,0.342965294,0.325223404,0.046566558,-0.577921525,0.318114032,-0.35779095,-0.815789152,-0.143365958
chr19,13912067,14983169,-0.273350964,-0.209649568,-0.199908973,0.393809969,0.910488474,-0.379262857,-0.692165431,0.102749358,-0.021536276,0.161383475
chr19,19650423,20958295,-1.452302093,-0.905314029,0.369228814,0.346299902,0.291476539,-0.536388065,0.244773691,0.190097614,-0.030006982,-0.143909908
chr19,24518270,25125488,-0.526658622,-0.198104473,-0.43909631,-0.09495052,0.440899774,0.05945551,-0.438417881,0.467640417,-0.881563393,0.380873714
chr19,26942373,26963619,0.299445428,-0.200853665,-0.062000657,0.340304523,-0.462512701,0.251620581,-0.152843061,0.100021583,0.213895245,0.547050716
chr19,28649710,29295878,0.058476914,-0.2864228,-0.979579822,-0.429832863,0.113114913,-0.022888911,-0.25465982,0.230862615,-0.625056315,0.098746632
chr19,32213552,38076228,-0.469364712,-0.406353289,0.576609119,0.111693498,0.628833338,-0.139728636,0.409037263,-0.501023497,-1.086163588,-0.729850911
chr19,39133257,40138697,-0.367413622,-0.405142932,-0.06350675,-0.576196514,-0.376342402,-0.20896328,-0.959380016,-0.856474952,0.072026782,-0.369080077
chr19,40623465,42356686,-0.198596453,-0.144018455,0.186853241,0.08685717,-0.759883967,-0.05812541,-0.071782023,0.430891163,-0.059888152,-0.173772192
chr19,42962719,43552208,0.518960754,0.103787882,0.44500034,-0.407525859,-0.034704916,0.944216707,0.317269116,-1.221613633,-0.105215525,-0.284477751
chr19,43869845,44614565,-0.270318671,0.186269439,0.951742154,-0.327597223,-1.163208369,-0.488145337,-0.147524859,0.353921211,-0.315793459,-0.220672968
chr19,45270086,45693816,-0.106752636,0.859898523,0.661256701,-0.04515301,0.053106116,-0.497449093,0.909708726,0.964605719,-0.175677194,-0.342410928
chr19,47776908,48068867,-0.196888033,-0.050009214,-0.303292829,-0.166071285,0.128695512,-0.699758909,-0.78027572,-0.118227174,0.640129094,0.592753916
chr19,48136891,48858377,-0.138867158,0.145414562,-0.806593511,-0.632042442,0.263008622,0.493654344,0.088773805,-0.297417672,0.518470844,0.091207258
chr19,49027165,56597563,-0.047768229,0.587801319,0.24652825,-0.119132174,-0.008539392,-0.682670896,0.284596639,0.105345927,0.544949051,-0.231348362
chr19,56790789,58023509,0.362915388,0.831319181,-0.482941614,1.112462473,-0.328952359,-0.558983681,-0.551865202,-0.551053665,0.038146683,0.283866366
